2025-12-03T08:38:57.887Z "tr69hostif"[3725]:  rdk_dyn_log_initg_dl_socket = 3 __progname = tr69hostif
2025-12-03T08:38:58.870Z "tr69hostif"[3725]:  251203-08:38:58.870722 [mod=TR69HOSTIF, lvl=INFO] [tid=3821] [getLock:297] Attempting to lock mutex
2025-12-03T08:38:58.870Z "tr69hostif"[3725]:  251203-08:38:58.870922 [mod=TR69HOSTIF, lvl=INFO] [tid=3821] [getLock:305] Locked mutex
2025-12-03T08:38:58.871Z "tr69hostif"[3725]:  251203-08:38:58.871353 [mod=TR69HOSTIF, lvl=INFO] [tid=3821] get_Device_DeviceInfo_ProcessorNumberOfEntries(): Processors Count: [4]
2025-12-03T08:38:58.901Z "tr69hostif"[3725]:  251203-08:38:58.900762 [mod=TR69HOSTIF, lvl=INFO] [tid=3821] Bootstrap Properties File :  /opt/secure/RFC/bootstrap.ini
2025-12-03T08:38:58.925Z "tr69hostif"[3725]:  251203-08:38:58.925336 [mod=TR69HOSTIF, lvl=INFO] [tid=3821] getPartnerDeviceConfig: Device specific file [/etc/partners_defaults_device.json] does not exist
2025-12-03T08:38:58.926Z "tr69hostif"[3725]:  251203-08:38:58.925999 [mod=TR69HOSTIF, lvl=INFO] [tid=3821] [getRawValue:528] Unlocking mutex...
2025-12-03T08:38:58.926Z "tr69hostif"[3725]:  251203-08:38:58.926848 [mod=TR69HOSTIF, lvl=INFO] [tid=3821] [getRawValue:528] Unlocking mutex...
2025-12-03T08:38:58.927Z "tr69hostif"[3725]:  251203-08:38:58.927078 [mod=TR69HOSTIF, lvl=INFO] [tid=3821] [getRawValue:528] Unlocking mutex...
2025-12-03T08:38:58.931Z "tr69hostif"[3725]:  251203-08:38:58.931596 [mod=TR69HOSTIF, lvl=INFO] [tid=3821] Bootstrap config update: Device.Time.NTPServer3, , , 5--
2025-12-03T08:38:58.932Z "tr69hostif"[3725]:  251203-08:38:58.932254 [mod=TR69HOSTIF, lvl=INFO] [tid=3821]  setJournalValue: Updating existing firmware value
2025-12-03T08:38:58.953Z "tr69hostif"[3725]:  251203-08:38:58.953586 [mod=TR69HOSTIF, lvl=INFO] [tid=3821] [getRawValue:528] Unlocking mutex...
2025-12-03T08:38:58.955Z "tr69hostif"[3725]:  251203-08:38:58.955458 [mod=TR69HOSTIF, lvl=INFO] [tid=3821] Bootstrap config update: Device.Time.NTPServer4, , , 5--
2025-12-03T08:38:58.955Z "tr69hostif"[3725]:  251203-08:38:58.955513 [mod=TR69HOSTIF, lvl=INFO] [tid=3821]  setJournalValue: Updating existing firmware value
2025-12-03T08:38:58.971Z "tr69hostif"[3725]:  251203-08:38:58.971145 [mod=TR69HOSTIF, lvl=INFO] [tid=3821] [getRawValue:528] Unlocking mutex...
2025-12-03T08:38:58.978Z "tr69hostif"[3725]:  251203-08:38:58.978785 [mod=TR69HOSTIF, lvl=INFO] [tid=3821] Bootstrap config update: Device.Time.NTPServer5, , , 5--
2025-12-03T08:38:58.980Z "tr69hostif"[3725]:  251203-08:38:58.979064 [mod=TR69HOSTIF, lvl=INFO] [tid=3821]  setJournalValue: Updating existing firmware value
2025-12-03T08:38:59.003Z "tr69hostif"[3725]:  251203-08:38:59.003346 [mod=TR69HOSTIF, lvl=INFO] [tid=3821] [getRawValue:528] Unlocking mutex...
2025-12-03T08:38:59.004Z "tr69hostif"[3725]:  251203-08:38:59.004313 [mod=TR69HOSTIF, lvl=INFO] [tid=3821] [getRawValue:528] Unlocking mutex...
2025-12-03T08:38:59.004Z "tr69hostif"[3725]:  251203-08:38:59.004591 [mod=TR69HOSTIF, lvl=INFO] [tid=3821] [getRawValue:528] Unlocking mutex...
2025-12-03T08:38:59.004Z "tr69hostif"[3725]:  251203-08:38:59.004771 [mod=TR69HOSTIF, lvl=INFO] [tid=3821] [getRawValue:528] Unlocking mutex...
2025-12-03T08:38:59.007Z "tr69hostif"[3725]:  251203-08:38:59.007137 [mod=TR69HOSTIF, lvl=INFO] [tid=3821]  setJournalValue: Updating existing firmware value
2025-12-03T08:38:59.018Z "tr69hostif"[3725]:  251203-08:38:59.018505 [mod=TR69HOSTIF, lvl=INFO] [tid=3821] [getRawValue:528] Unlocking mutex...
2025-12-03T08:38:59.018Z "tr69hostif"[3725]:  251203-08:38:59.018781 [mod=TR69HOSTIF, lvl=INFO] [tid=3821] [getRawValue:528] Unlocking mutex...
2025-12-03T08:38:59.018Z "tr69hostif"[3725]:  251203-08:38:59.018945 [mod=TR69HOSTIF, lvl=INFO] [tid=3821]  setJournalValue: Updating existing firmware value
2025-12-03T08:38:59.036Z "tr69hostif"[3725]:  251203-08:38:59.036136 [mod=TR69HOSTIF, lvl=INFO] [tid=3821] [getRawValue:528] Unlocking mutex...
2025-12-03T08:38:59.036Z "tr69hostif"[3725]:  251203-08:38:59.036436 [mod=TR69HOSTIF, lvl=INFO] [tid=3821] [getRawValue:528] Unlocking mutex...
2025-12-03T08:38:59.036Z "tr69hostif"[3725]:  251203-08:38:59.036628 [mod=TR69HOSTIF, lvl=INFO] [tid=3821] [getRawValue:528] Unlocking mutex...
2025-12-03T08:38:59.036Z "tr69hostif"[3725]:  251203-08:38:59.036803 [mod=TR69HOSTIF, lvl=INFO] [tid=3821] [getRawValue:528] Unlocking mutex...
2025-12-03T08:38:59.037Z "tr69hostif"[3725]:  251203-08:38:59.037011 [mod=TR69HOSTIF, lvl=INFO] [tid=3821] [getRawValue:528] Unlocking mutex...
2025-12-03T08:38:59.039Z "tr69hostif"[3725]:  251203-08:38:59.039173 [mod=TR69HOSTIF, lvl=INFO] [tid=3821] Bootstrap config update: Device.DeviceInfo.X_RDKCENTRAL-COM_RFC.Feature.LSA.PlacementReqUrl, , , 5--
2025-12-03T08:38:59.039Z "tr69hostif"[3725]:  251203-08:38:59.039409 [mod=TR69HOSTIF, lvl=INFO] [tid=3821]  setJournalValue: Updating existing firmware value
2025-12-03T08:38:59.048Z "tr69hostif"[3725]:  251203-08:38:59.048284 [mod=TR69HOSTIF, lvl=INFO] [tid=3821] [getRawValue:528] Unlocking mutex...
2025-12-03T08:38:59.050Z "tr69hostif"[3725]:  251203-08:38:59.050553 [mod=TR69HOSTIF, lvl=INFO] [tid=3821] Bootstrap config update: Device.DeviceInfo.X_RDKCENTRAL-COM_RFC.Feature.LSA.PSNUrl, , , 5--
2025-12-03T08:38:59.050Z "tr69hostif"[3725]:  251203-08:38:59.050799 [mod=TR69HOSTIF, lvl=INFO] [tid=3821]  setJournalValue: Updating existing firmware value
2025-12-03T08:38:59.073Z "tr69hostif"[3725]:  251203-08:38:59.073417 [mod=TR69HOSTIF, lvl=INFO] [tid=3821] [getRawValue:528] Unlocking mutex...
2025-12-03T08:38:59.073Z "tr69hostif"[3725]:  251203-08:38:59.073703 [mod=TR69HOSTIF, lvl=INFO] [tid=3821] [getRawValue:528] Unlocking mutex...
2025-12-03T08:38:59.073Z "tr69hostif"[3725]:  251203-08:38:59.073892 [mod=TR69HOSTIF, lvl=INFO] [tid=3821] [getRawValue:528] Unlocking mutex...
2025-12-03T08:38:59.074Z "tr69hostif"[3725]:  251203-08:38:59.074065 [mod=TR69HOSTIF, lvl=INFO] [tid=3821] [getRawValue:528] Unlocking mutex...
2025-12-03T08:38:59.074Z "tr69hostif"[3725]:  251203-08:38:59.074240 [mod=TR69HOSTIF, lvl=INFO] [tid=3821] [getRawValue:528] Unlocking mutex...
2025-12-03T08:38:59.074Z "tr69hostif"[3725]:  251203-08:38:59.074412 [mod=TR69HOSTIF, lvl=INFO] [tid=3821] [getRawValue:528] Unlocking mutex...
2025-12-03T08:38:59.074Z "tr69hostif"[3725]:  251203-08:38:59.074605 [mod=TR69HOSTIF, lvl=INFO] [tid=3821] [getRawValue:528] Unlocking mutex...
2025-12-03T08:38:59.074Z "tr69hostif"[3725]:  251203-08:38:59.074809 [mod=TR69HOSTIF, lvl=INFO] [tid=3821] [getRawValue:528] Unlocking mutex...
2025-12-03T08:38:59.075Z "tr69hostif"[3725]:  251203-08:38:59.074981 [mod=TR69HOSTIF, lvl=INFO] [tid=3821] [getRawValue:528] Unlocking mutex...
2025-12-03T08:38:59.075Z "tr69hostif"[3725]:  251203-08:38:59.075151 [mod=TR69HOSTIF, lvl=INFO] [tid=3821] [getRawValue:528] Unlocking mutex...
2025-12-03T08:38:59.075Z "tr69hostif"[3725]:  251203-08:38:59.075323 [mod=TR69HOSTIF, lvl=INFO] [tid=3821] [getRawValue:528] Unlocking mutex...
2025-12-03T08:38:59.075Z "tr69hostif"[3725]:  251203-08:38:59.075494 [mod=TR69HOSTIF, lvl=INFO] [tid=3821] [getRawValue:528] Unlocking mutex...
2025-12-03T08:38:59.075Z "tr69hostif"[3725]:  251203-08:38:59.075665 [mod=TR69HOSTIF, lvl=INFO] [tid=3821] [getRawValue:528] Unlocking mutex...
2025-12-03T08:38:59.075Z "tr69hostif"[3725]:  251203-08:38:59.075837 [mod=TR69HOSTIF, lvl=INFO] [tid=3821] [getRawValue:528] Unlocking mutex...
2025-12-03T08:38:59.079Z "tr69hostif"[3725]:  251203-08:38:59.079869 [mod=TR69HOSTIF, lvl=INFO] [tid=3821] [sendDeviceMgtNotification] onDeviceMgtUpdateReceived IARM event broadcast successfull for source: firmware
2025-12-03T08:38:59.082Z "tr69hostif"[3725]:  251203-08:38:59.082197 [mod=TR69HOSTIF, lvl=INFO] [tid=3821] [sendDeviceMgtNotification] Create and update Device Management Notification file:/tmp/.dmnupdate
2025-12-03T08:38:59.083Z "tr69hostif"[3725]:  251203-08:38:59.083361 [mod=TR69HOSTIF, lvl=INFO] [tid=3821] [sendDeviceMgtNotification] Device Management Notification file updated
2025-12-03T08:38:59.083Z "tr69hostif"[3725]:  251203-08:38:59.083636 [mod=TR69HOSTIF, lvl=INFO] [tid=3821] [init:802] Unlocking mutex...
2025-12-03T08:38:59.083Z "tr69hostif"[3725]:  251203-08:38:59.083785 [mod=TR69HOSTIF, lvl=INFO] [tid=3821] getInstance: Start thread getAuthServicePartnerID
2025-12-03T08:38:59.091Z "tr69hostif"[3725]:  251203-08:38:59.084081 [mod=TR69HOSTIF, lvl=INFO] [tid=3821] [releaseLock:313] Unlocking mutex...
2025-12-03T08:38:59.091Z "tr69hostif"[3725]:  251203-08:38:59.091720 [mod=TR69HOSTIF, lvl=INFO] [tid=3821] [releaseLock:321] Successfully unlocked mutex
2025-12-03T08:38:59.102Z "tr69hostif"[3725]:  251203-08:38:59.102481 [mod=TR69HOSTIF, lvl=INFO] [tid=3877] getAuthServicePartnerID File partnerId3.dat already exists. Monitoring for modifications...
2025-12-03T08:38:59.373Z "tr69hostif"[3725]:  251203-08:38:59.373519 [mod=TR69HOSTIF, lvl=ERROR] [tid=3821] No instance is found with dev_id 0
2025-12-03T08:38:59.373Z "tr69hostif"[3725]:  251203-08:38:59.373581 [mod=TR69HOSTIF, lvl=INFO] [tid=3821] [releaseLock:249] Unlocking mutex...
2025-12-03T08:38:59.377Z "tr69hostif"[3725]:  IARM_Bus_IsConnected failed to communicate with daemon
2025-12-03T08:38:59.377Z "tr69hostif"[3725]:  251203-08:38:59.376875 [mod=TR69HOSTIF, lvl=ERROR] [tid=3821] [checkForUpdates]xBlueTooth: BTRMgrBus not registered with IARM ret_code = 3 isRegistered = 0
2025-12-03T08:38:59.459Z "tr69hostif"[3725]:  251203-08:38:59.459058 [mod=RBUS, lvl=INFO] [tid=3725] file /tmp/rbus_subs_tr69hostif
2025-12-03T08:38:59.460Z "tr69hostif"[3725]:  251203-08:38:59.460262 [mod=RBUS, lvl=ERROR] [tid=3725] failed to open file /tmp/rbus_subs_tr69hostif
2025-12-03T08:38:59.460Z "tr69hostif"[3725]:  251203-08:38:59.460494 [mod=RBUS, lvl=WARN] [tid=3725] removing corrupted file /tmp/rbus_subs_tr69hostif
2025-12-03T08:38:59.463Z "tr69hostif"[3725]:  251203-08:38:59.463124 [mod=RBUS, lvl=ERROR] [tid=3725] failed to remove /tmp/rbus_subs_tr69hostif
2025-12-03T08:39:00.086Z "tr69hostif"[3725]:  251203-08:39:00.085999 [mod=TR69HOSTIF, lvl=INFO] [tid=3725] [init_rbus_dml_provider][rbusdml] rbus_regDataElements registered successfully.
2025-12-03T08:39:00.088Z "tr69hostif"[3725]:  251203-08:39:00.086821 [mod=TR69HOSTIF, lvl=ERROR] [tid=3725] tr69hostif sd notify envent  is sent  Successfully, httpServerThreadDone=1
2025-12-03T08:39:00.218Z "tr69hostif"[3725]:  251203-08:39:00.207642 [mod=TR69HOSTIF, lvl=INFO] [tid=3824] [getLock:297] Attempting to lock mutex
2025-12-03T08:39:00.218Z "tr69hostif"[3725]:  251203-08:39:00.207698 [mod=TR69HOSTIF, lvl=INFO] [tid=3824] [getLock:305] Locked mutex
2025-12-03T08:39:00.218Z "tr69hostif"[3725]:  251203-08:39:00.207796 [mod=TR69HOSTIF, lvl=INFO] [tid=3824] [releaseLock:313] Unlocking mutex...
2025-12-03T08:39:00.218Z "tr69hostif"[3725]:  251203-08:39:00.207816 [mod=TR69HOSTIF, lvl=INFO] [tid=3824] [releaseLock:321] Successfully unlocked mutex
2025-12-03T08:39:00.218Z "tr69hostif"[3725]:  251203-08:39:00.207851 [mod=TR69HOSTIF, lvl=INFO] [tid=3824] [hostIf_GetMsgHandler:193] ret: 0, paramName: Device.DeviceInfo.X_RDKCENTRAL-COM_RFC.Feature.Telemetry.Version, paramValue: "2.0.1", timeTaken: 228 us
2025-12-03T08:39:00.328Z "tr69hostif"[3725]:  251203-08:39:00.327340 [mod=TR69HOSTIF, lvl=INFO] [tid=3725] [getLock:297] Attempting to lock mutex
2025-12-03T08:39:00.329Z "tr69hostif"[3725]:  251203-08:39:00.327412 [mod=TR69HOSTIF, lvl=INFO] [tid=3725] [getLock:305] Locked mutex
2025-12-03T08:39:00.329Z "tr69hostif"[3725]:  251203-08:39:00.327486 [mod=TR69HOSTIF, lvl=INFO] [tid=3725] [releaseLock:313] Unlocking mutex...
2025-12-03T08:39:00.329Z "tr69hostif"[3725]:  251203-08:39:00.327506 [mod=TR69HOSTIF, lvl=INFO] [tid=3725] [releaseLock:321] Successfully unlocked mutex
2025-12-03T08:39:00.329Z "tr69hostif"[3725]:  251203-08:39:00.327532 [mod=TR69HOSTIF, lvl=INFO] [tid=3725] [hostIf_GetMsgHandler:193] ret: 9002, paramName: Device.DeviceInfo.X_RDKCENTRAL-COM_RFC.CrashUpload.crashPortalSTBUrl, paramValue: , timeTaken: 202 us
2025-12-03T08:39:00.343Z "tr69hostif"[3725]:  251203-08:39:00.342686 [mod=TR69HOSTIF, lvl=INFO] [tid=3725] [getLock:297] Attempting to lock mutex
2025-12-03T08:39:00.343Z "tr69hostif"[3725]:  251203-08:39:00.342738 [mod=TR69HOSTIF, lvl=INFO] [tid=3725] [getLock:305] Locked mutex
2025-12-03T08:39:00.343Z "tr69hostif"[3725]:  251203-08:39:00.342807 [mod=TR69HOSTIF, lvl=INFO] [tid=3725] [releaseLock:313] Unlocking mutex...
2025-12-03T08:39:00.343Z "tr69hostif"[3725]:  251203-08:39:00.342827 [mod=TR69HOSTIF, lvl=INFO] [tid=3725] [releaseLock:321] Successfully unlocked mutex
2025-12-03T08:39:00.343Z "tr69hostif"[3725]:  251203-08:39:00.342851 [mod=TR69HOSTIF, lvl=INFO] [tid=3725] [hostIf_GetMsgHandler:193] ret: 0, paramName: Device.DeviceInfo.X_RDKCENTRAL-COM_RFC.Feature.MEMSWAP.Enable, paramValue: true, timeTaken: 164 us
2025-12-03T08:39:00.437Z "tr69hostif"[3725]:  251203-08:39:00.437213 [mod=TR69HOSTIF, lvl=INFO] [tid=3725] [getLock:297] Attempting to lock mutex
2025-12-03T08:39:00.437Z "tr69hostif"[3725]:  251203-08:39:00.437250 [mod=TR69HOSTIF, lvl=INFO] [tid=3725] [getLock:305] Locked mutex
2025-12-03T08:39:00.438Z "tr69hostif"[3725]:  251203-08:39:00.437548 [mod=TR69HOSTIF, lvl=INFO] [tid=3725] [releaseLock:313] Unlocking mutex...
2025-12-03T08:39:00.438Z "tr69hostif"[3725]:  251203-08:39:00.437575 [mod=TR69HOSTIF, lvl=INFO] [tid=3725] [releaseLock:321] Successfully unlocked mutex
2025-12-03T08:39:00.438Z "tr69hostif"[3725]:  251203-08:39:00.437600 [mod=TR69HOSTIF, lvl=INFO] [tid=3725] [hostIf_GetMsgHandler:193] ret: 9002, paramName: Device.DeviceInfo.X_RDKCENTRAL-COM_RFC.Feature.EncryptCloudUpload.Enable, paramValue: false, timeTaken: 387 us
2025-12-03T08:39:00.446Z "tr69hostif"[3725]:  251203-08:39:00.446252 [mod=TR69HOSTIF, lvl=INFO] [tid=3725] [getLock:297] Attempting to lock mutex
2025-12-03T08:39:00.446Z "tr69hostif"[3725]:  251203-08:39:00.446539 [mod=TR69HOSTIF, lvl=INFO] [tid=3725] [getLock:305] Locked mutex
2025-12-03T08:39:00.446Z "tr69hostif"[3725]:  251203-08:39:00.446759 [mod=TR69HOSTIF, lvl=INFO] [tid=3725] [releaseLock:313] Unlocking mutex...
2025-12-03T08:39:00.446Z "tr69hostif"[3725]:  251203-08:39:00.446910 [mod=TR69HOSTIF, lvl=INFO] [tid=3725] [releaseLock:321] Successfully unlocked mutex
2025-12-03T08:39:00.447Z "tr69hostif"[3725]:  251203-08:39:00.447052 [mod=TR69HOSTIF, lvl=INFO] [tid=3725] [hostIf_GetMsgHandler:193] ret: 9002, paramName: Device.DeviceInfo.X_RDKCENTRAL-COM_RFC.Feature.memcapture.Enable, paramValue: false, timeTaken: 799 us
2025-12-03T08:39:00.454Z "tr69hostif"[3725]:  251203-08:39:00.454760 [mod=TR69HOSTIF, lvl=INFO] [tid=3725] [getLock:297] Attempting to lock mutex
2025-12-03T08:39:00.455Z "tr69hostif"[3725]:  251203-08:39:00.455079 [mod=TR69HOSTIF, lvl=INFO] [tid=3725] [getLock:305] Locked mutex
2025-12-03T08:39:00.455Z "tr69hostif"[3725]:  251203-08:39:00.455313 [mod=TR69HOSTIF, lvl=INFO] [tid=3725] [releaseLock:313] Unlocking mutex...
2025-12-03T08:39:00.455Z "tr69hostif"[3725]:  251203-08:39:00.455457 [mod=TR69HOSTIF, lvl=INFO] [tid=3725] [releaseLock:321] Successfully unlocked mutex
2025-12-03T08:39:00.455Z "tr69hostif"[3725]:  251203-08:39:00.455606 [mod=TR69HOSTIF, lvl=INFO] [tid=3725] [hostIf_GetMsgHandler:193] ret: 9002, paramName: Device.DeviceInfo.X_RDKCENTRAL-COM_RFC.CrashUpload.crashPortalSTBUrl, paramValue: , timeTaken: 844 us
2025-12-03T08:39:00.489Z "tr69hostif"[3725]:  251203-08:39:00.488177 [mod=TR69HOSTIF, lvl=INFO] [tid=3725] [getLock:297] Attempting to lock mutex
2025-12-03T08:39:00.489Z "tr69hostif"[3725]:  251203-08:39:00.488236 [mod=TR69HOSTIF, lvl=INFO] [tid=3725] [getLock:305] Locked mutex
2025-12-03T08:39:00.489Z "tr69hostif"[3725]:  251203-08:39:00.488314 [mod=TR69HOSTIF, lvl=INFO] [tid=3725] [releaseLock:313] Unlocking mutex...
2025-12-03T08:39:00.489Z "tr69hostif"[3725]:  251203-08:39:00.488335 [mod=TR69HOSTIF, lvl=INFO] [tid=3725] [releaseLock:321] Successfully unlocked mutex
2025-12-03T08:39:00.489Z "tr69hostif"[3725]:  251203-08:39:00.488361 [mod=TR69HOSTIF, lvl=INFO] [tid=3725] [hostIf_GetMsgHandler:193] ret: 0, paramName: Device.DeviceInfo.X_RDKCENTRAL-COM_RFC.TextToSpeech.URL, paramValue: https://gb-prd.vrex.skycdp.com/tts?, timeTaken: 186 us
2025-12-03T08:39:00.557Z "tr69hostif"[3725]:  251203-08:39:00.554371 [mod=TR69HOSTIF, lvl=INFO] [tid=3725] [getLock:297] Attempting to lock mutex
2025-12-03T08:39:00.557Z "tr69hostif"[3725]:  251203-08:39:00.554415 [mod=TR69HOSTIF, lvl=INFO] [tid=3725] [getLock:305] Locked mutex
2025-12-03T08:39:00.558Z "tr69hostif"[3725]:  251203-08:39:00.554489 [mod=TR69HOSTIF, lvl=INFO] [tid=3725] [releaseLock:313] Unlocking mutex...
2025-12-03T08:39:00.558Z "tr69hostif"[3725]:  251203-08:39:00.554514 [mod=TR69HOSTIF, lvl=INFO] [tid=3725] [releaseLock:321] Successfully unlocked mutex
2025-12-03T08:39:00.558Z "tr69hostif"[3725]:  251203-08:39:00.554545 [mod=TR69HOSTIF, lvl=INFO] [tid=3725] [hostIf_GetMsgHandler:193] ret: 9002, paramName: Device.DeviceInfo.X_RDKCENTRAL-COM_RFC.Feature.memcapture.Duration, paramValue: 0, timeTaken: 173 us
2025-12-03T08:39:00.586Z "tr69hostif"[3725]:  251203-08:39:00.586573 [mod=TR69HOSTIF, lvl=INFO] [tid=3725] [getLock:297] Attempting to lock mutex
2025-12-03T08:39:00.586Z "tr69hostif"[3725]:  251203-08:39:00.586636 [mod=TR69HOSTIF, lvl=INFO] [tid=3725] [getLock:305] Locked mutex
2025-12-03T08:39:00.586Z "tr69hostif"[3725]:  251203-08:39:00.586716 [mod=TR69HOSTIF, lvl=INFO] [tid=3725] [releaseLock:313] Unlocking mutex...
2025-12-03T08:39:00.587Z "tr69hostif"[3725]:  251203-08:39:00.586736 [mod=TR69HOSTIF, lvl=INFO] [tid=3725] [releaseLock:321] Successfully unlocked mutex
2025-12-03T08:39:00.587Z "tr69hostif"[3725]:  251203-08:39:00.586765 [mod=TR69HOSTIF, lvl=INFO] [tid=3725] [hostIf_GetMsgHandler:193] ret: 9002, paramName: Device.DeviceInfo.X_RDKCENTRAL-COM_RFC.Feature.EncryptCloudUpload.Enable, paramValue: false, timeTaken: 190 us
2025-12-03T08:39:00.597Z "tr69hostif"[3725]:  251203-08:39:00.596834 [mod=TR69HOSTIF, lvl=INFO] [tid=3725] [hostIf_GetMsgHandler:138] GET called 10 times
2025-12-03T08:39:00.597Z "tr69hostif"[3725]:  251203-08:39:00.596927 [mod=TR69HOSTIF, lvl=INFO] [tid=3725] [getLock:297] Attempting to lock mutex
2025-12-03T08:39:00.598Z "tr69hostif"[3725]:  251203-08:39:00.596949 [mod=TR69HOSTIF, lvl=INFO] [tid=3725] [getLock:305] Locked mutex
2025-12-03T08:39:00.598Z "tr69hostif"[3725]:  251203-08:39:00.597110 [mod=TR69HOSTIF, lvl=INFO] [tid=3725] [releaseLock:313] Unlocking mutex...
2025-12-03T08:39:00.598Z "tr69hostif"[3725]:  251203-08:39:00.597133 [mod=TR69HOSTIF, lvl=INFO] [tid=3725] [releaseLock:321] Successfully unlocked mutex
2025-12-03T08:39:00.598Z "tr69hostif"[3725]:  251203-08:39:00.597158 [mod=TR69HOSTIF, lvl=INFO] [tid=3725] [hostIf_GetMsgHandler:193] ret: 9002, paramName: Device.DeviceInfo.X_RDKCENTRAL-COM_RFC.Feature.RDKRemoteDebugger.Enable, paramValue: false, timeTaken: 226 us
2025-12-03T08:39:00.652Z "tr69hostif"[3725]:  251203-08:39:00.652096 [mod=RBUS, lvl=INFO] [tid=3824] Consumer=rbus.remotedebugger.INBOX.4016 SUBSCRIBED to event=Device.DeviceInfo.X_RDKCENTRAL-COM_RFC.Feature.RDKRemoteDebugger.IssueType
